lockitver|DO NOT DELETE THIS LINE! 2896
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2b|Attends ici un petit peu plus longtemps. Je reviendrai te chercher.
dlga_kidnapped_girl_liberated_map_2b:close_window|Oh, s'il vous plaît {monsieur/madame}, ne me laissez pas ici toute seule !
dlga_start:kidnapped_girl_liberated_map|Oh {monsieur/madame}. Je vous remercie très sincèrement de m'avoir sauvé. Allez-vous me ramener à ma famille maintenant ?
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2a|Oui. Viens avec moi. Nous allons chez toi.
dlga_kidnapped_girl_liberated_battle_2a:kidnapped_girl_liberated_battle_2b|Hélas, vous n'avez pas de place pour moi dans votre groupe.
dlga_kidnapped_girl_liberated_battle_2a:close_window|Oh vraiment ? Merci du fond du cœur !
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2b|Attends ici un petit moment. Je reviendrai te chercher.
dlga_kidnapped_girl_liberated_battle_2b:close_window|Oh, je vous en prie {monsieur/madame}, ne me laissez pas toute seule ici !
dlga_start:kidnapped_girl_liberated_map.1|Je peux venir avec vous maintenant ?
dlga_start:bandits_awaiting_ransom_intro_1|C'est vous qui amenez la rançon ? Vite, donnez-nous l'argent maintenant.
dlga_start:bandits_awaiting_ransom_intro_1.1|Vous êtes revenu ? Dépêchez-vous, donnez-nous l'argent maintenant.
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_pay|Tenez, prenez l'argent et contentez-vous de libérer la fille.
dlga_bandits_awaiting_ransom_pay:close_window|Hé hé. Parfait, vous avez apporté l'argent. Vous pouvez prendre la fille maintenant. Ce fut un plaisir de faire affaire avec vous...
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_b|Hors de question ! Vous relâchez d'abord la fille.
dlga_bandits_awaiting_ransom_b:bandits_awaiting_ransom_b2|Espèce d'imbécile ! Arrêtez de jouer avec nous et donnez-nous l'argent !
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_pay|Parfait. Voici votre argent. Laissez la fille partir maintenant.
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_no_money|J'ai laissé l'argent en lieu sûr. Laissez-moi aller le chercher.
dlga_bandits_awaiting_ransom_no_money:close_window|Vous jouez avec notre patience ou quoi ? Allez-y et dépêchez-vous de ramener l'argent ici.
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_fight|Je n'ai pas l'intention de vous payer quoi que ce soit. J'exige que vous relâchiez la fille toute suite !
dlga_bandits_awaiting_ransom_fight:close_window|Vous n'exigerez rien du tout lorsque vous serez mort.
dlga_start:bandits_awaiting_remeet|Qu'y a-t-il ? Vous nous avez donné l'argent. Toutes nos affaires sont réglées.
dlga_bandits_awaiting_remeet:close_window|Navré de vous avoir dérangé. Je vais reprendre ma route maintenant.
dlga_bandits_awaiting_remeet:bandits_awaiting_remeet_2|Nous avons encore une affaire à régler. Vous allez me rendre l'argent.
dlga_bandits_awaiting_remeet_2:close_window|Oh, cette affaire ! Bien sûr, commençons sans plus attendre.
dlga_start:kidnapped_girl_encounter_1|Oh {monsieur/madame}. Je vous suis tellement reconnaissante de m'avoir sauvée. Allez-vous me ramener à ma famille maintenant ?
dlga_kidnapped_girl_encounter_1:kidnapped_girl_join|Oui. Viens avec moi. Je vais te ramener chez toi.
dlga_kidnapped_girl_join:close_window|Malheureusement, vous n'avez plus de place dans votre groupe pour moi.
dlga_kidnapped_girl_join:close_window.1|Oh, merci beaucoup !
dlga_kidnapped_girl_encounter_1:kidnapped_girl_wait|Attends ici encore un peu. Je reviendrai te chercher.
dlga_kidnapped_girl_wait:close_window|Oh, s'il vous plaît {monsieur/madame}, ne me laissez pas toute seule ici !
dlga_merchant_quest_about_job_2:lost_kidnapped_girl|Malheureusement, j'ai perdu la fille en route...
dlga_lost_kidnapped_girl:lost_kidnapped_girl_2|Oh non ! Comment vais-je pouvoir annoncer cela à mon ami ?
dlga_lost_kidnapped_girl_2:lost_kidnapped_girl_3|Mes excuses, mais je ne peux rien y faire.
dlga_lost_kidnapped_girl_3:lost_kidnapped_girl_4|Vous m'avez laissé tomber {playername}. Je vous faisais confiance. Je ferai savoir aux gens que vous êtes incompétent pour cette tâche. Je veux également que vous me rendiez ces {reg8} deniers que je vous avais donné pour payer la rançon.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5a|Bien sûr. Tenez...
dlga_merchant_quest_about_job_5a:close_window|Au moins, vous avez la décence de rendre l'argent.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5b|Désolé. Je n'ai pas cette somme sur moi.
dlga_merchant_quest_about_job_5b:close_window|Vous pensez que je vais croire cela ? Vous allez me rendre cette rançon ! Partez maintenant et ramenez l'argent !
dlga_merchant_quest_requested:merchant_quest_persuade_peace_1|Cette guerre entre {s15} et {s14} a mené notre bourg au bord de la ruine. Nos caravanes sont attaquées avant de pouvoir atteindre leur destination. Nos marchands ont peur de quitter la sécurité des remparts du bourg. Et comme si ce n'était pas suffisant, les impôts soutenant la guerre ont ponctionné nos économies jusqu'au dernier denier. Si la paix n'est pas bientôt établie, nous ne pourrons plus tenir très longtemps.
dlga_merchant_quest_persuade_peace_1:merchant_quest_brief|Vous avez raison. Mais qui peut arrêter cette folie que l'on appelle guerre ?
dlga_merchant_quest_persuade_peace_1:merchant_quest_persuade_peace_reject|C'est votre devoir d'aider les nobles dans leur effort de guerre. Vous ne devriez pas vous en plaindre.
dlga_merchant_quest_persuade_peace_reject:close_window|Ha ha. Les nobles se font la guerre parce qu'ils sont cupides et pour leurs rêves de gloire. Et ce sont les pauvres honnêtes gens comme nous qui devons supporter le véritable fardeau. Mais évidemment, vous ne voulez rien en entendre.
dlga_merchant_quest_brief:merchant_quest_persuade_peace_3|Il y a eu des tentatives pour réconcilier les deux camps et parvenir à un accord. Cependant, les seigneurs des deux camps sont puissants et ont tout intérêt à ce que la guerre continue. Ces hommes exhortent tous les autres à ne pas écouter le bon sens et à continuer la guerre. Tant que ces chefs garderont leur influence, aucun accord de paix ne pourra être conclu.
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4|Qui sont ces belligérants qui s'opposent à la paix ?
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4.1|De quels seigneurs parlez-vous ?
dlga_merchant_quest_persuade_peace_4:merchant_quest_persuade_peace_5|Je parle de {s12} de {s15} et de {s13} de {s14}. Tant qu'ils ne changeront pas d'avis ou qu'ils ne perdront pas leur influence, il n'y aura aucune chance que les deux camps fassent la paix.
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6|Que peut-on faire pour ça ?
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6.1|Hélas, on dirait qu'on n'y peut rien.
dlga_merchant_quest_persuade_peace_6:merchant_quest_persuade_peace_7|Il y a un moyen de résoudre ce problème. Une personne particulièrement déterminée pourrait persuader l'un des deux seigneurs, ou les deux, d'accepter de faire la paix. Et même si cela échoue, il sera toujours possible d'envisager de les vaincre par la force et de les faire prisonniers. S'ils sont prisonniers, ils perdront leur influence et ne pourront plus s'opposer à un accord... Qu'en pensez-vous ? Pouvez-vous faire ça ?
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8|Cela semble difficile. Mais j'essaierai.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.1|Je pourrais peut-être, si vous y mettez le prix.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.2|Oubliez cela. Ce n'est pas mon problème.
dlga_merchant_quest_persuade_peace_8:merchant_quest_persuade_peace_9|La plupart des marchands du bourg ouvriront volontiers leurs bourses pour soutenir un tel plan. Je pense qu'ensemble nous pouvons réunir {reg12} deniers. Nous serons heureux de vous récompenser de cette somme si vous pouvez mener à bien ce plan. Persuadez {s12} et {s13} d'accepter un accord de paix et si l'un d'entre eux se montre trop têtu, assurez-vous qu'il soit fait prisonnier et qu'il ne puisse pas être rançonné tant qu'un compromis de paix n'aura pas été trouvé.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_10|Parfait. Je ferai de mon mieux.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_no|Désolé. Je ne peux pas faire ça.
dlga_merchant_quest_persuade_peace_10:close_window|Excellent. Vous avez notre bénédiction. J'espère que vous pourrez traiter avec ces deux vieux boucs. Nous attendrons avec impatience la bonne nouvelle.
dlga_merchant_quest_persuade_peace_no:close_window|Ne dites pas non toute suite. Réfléchissez-y pendant quelque temps. Si {un homme/une dame} peut réussir à faire cela, c'est vous.
dlga_merchant_quest_requested:merchant_quest_deal_with_night_bandits|Oui, en effet ! Un groupe de bandits infeste le bourg et chercher à régler ce problème m'a poussé à bout. Ils ont tendu des embuscades aux habitants et les ont volé sous le couvert de la nuit puis ont disparu à la vitesse de l'éclair lorsque les gardes se sont finalement montrés. Nous n'avons pas pu en attraper un seul. Ils n'attaquent que les gens seuls sans jamais oser se montrer lorsqu'il y a un groupe dans les environs. J'ai besoin de quelqu'un qui peut se charger de vaincre seul ces bandits. Cela semble être l'unique moyen de leur faire entendre justice. Êtes-vous à la hauteur pour cette tâche ?
dlga_merchant_quest_brief:merchant_quest_deal_with_night_bandits|Un groupe de bandits infeste le bourg et chercher à régler ce problème m'a poussé à bout. Ils ont tendu des embuscades aux gens du bourg et les ont volé sous le couvert de la nuit puis ils ont disparu à la vitesse de l'éclair lorsque les gardes se sont finalement montrés. Nous n'avons pas pu en attraper un seul. Ils n'attaquent que les gens seuls sans jamais oser se montrer lorsqu'il y a un groupe dans les environs. J'ai besoin de quelqu'un qui peut se charger seul de ces bandits. Cela semble être l'unique moyen de leur faire entendre justice. Êtes-vous à la hauteur pour cette tâche ?
dlga_merchant_quest_deal_with_night_bandits:deal_with_night_bandits_quest_taken|Pour tuer des bandits ? Oh ça oui, assurément !
dlga_merchant_quest_deal_with_night_bandits:merchant_quest_stall|Toutes mes excuses, cela ne m'intéresse pas.
dlga_deal_with_night_bandits_quest_taken:mayor_pretalk|Cela m'ôte un poids des épaules, {playername}. Vous pouvez vous attendre à une belle récompense si vous revenez victorieux. Surtout, ne vous faites pas tuer hein ?
dlga_merchant_quest_requested:merchant_quest_brief.6|L'un des marchands d'ici recherche des bergers pour amener son bétail au marché de {s13}.
dlga_merchant_quest_brief:move_cattle_herd_quest_brief|Le troupeau de bétail doit être à {s13} sous 30 jours. Le plus tôt sera le mieux, l'idéal même, mais il ne doit en aucun cas y être amené après 30 jours. Si vous pouvez faire cela, je vous paierai {reg8} deniers pour le dérangement. Marché conclu ?
dlga_move_cattle_herd_quest_brief:move_cattle_herd_quest_taken|Oui, je peux amener le troupeau à {s13}.
dlga_move_cattle_herd_quest_brief:merchant_quest_stall|Non, sans façon.
dlga_move_cattle_herd_quest_taken:mayor_pretalk|Formidable. Vous pouvez trouver le troupeau directement à la sortie du bourg. Après avoir amené les animaux à {s13}, revenez me voir et je vous paierai.
dlga_merchant_quest_requested:mayor_pretalk|J'ai bien peur de ne pas avoir de travail à vous proposer pour le moment.
dlga_start:village_elder_deliver_cattle_thank|{Mon bon monsieur/ma brave dame}. Notre village vous est reconnaissant pour l'aide que vous lui avez apporté. Grâce aux {reg5} têtes de bétail que vous nous avez ramené, nous pouvons maintenant élever notre propre troupeau.
dlga_village_elder_deliver_cattle_thank:village_elder_talk|{Mon bon seigneur/ma gente dame}, puis-je faire quelque chose pour vous ?
dlga_start:village_elder_talk|Bien le bonjour {monsieur/madame} et bienvenue à {s9}. Je suis l'ancien de ce village.
dlga_start:village_elder_talk.1|Bienvenue à {s9} {messire/madame}. Nous fûmes réjouis par la nouvelle disant que vous étiez désormais {le nouveau seigneur/la nouvelle dame} de notre humble village. Je suis l'ancien du village et je serai honoré de vous servir du mieux que je peux.
dlga_start:village_elder_talk.2|{Messire/Madame}, votre présence honore notre humble village.
dlga_start:village_elder_talk.3|Bonjour {monsieur/madame}.
dlga_village_elder_pretalk:village_elder_talk|Puis-je faire quelque chose d'autre pour vous ?
dlga_village_elder_talk:village_elder_ask_fugitive|Je cherche un homme qui se fait appeler {s4}. On m'a dit qu'il se cachait peut-être ici.
dlga_village_elder_ask_fugitive:village_elder_pretalk|Les étrangers vont et viennent dans notre village, {monsieur/madame}. Mais je doute que vous puissiez le rencontrer à cette heure de la nuit. Vous auriez plus de chances pendant la journée.
dlga_village_elder_ask_fugitive:close_window|Les étrangers vont et viennent dans notre village, {monsieur/madame}. S'il se cache ici, vous le trouverez sûrement si vous regardez dans les environs.
dlga_village_elder_talk:village_elder_active_mission_1|À propos de la tâche que vous m'aviez confiée...
dlga_village_elder_talk:village_elder_request_mission_ask|Avez-vous des travaux pour lesquels je pourrais vous aider ?
dlga_village_elder_talk:village_elder_trade_begin|Je veux acheter des provisions. Je paierai en or.
dlga_village_elder_trade_begin:village_elder_trade_talk|Bien sûr, {monsieur/madame}. Voulez-vous acheter des marchandises ou du bétail ?
dlga_village_elder_trade_talk:village_elder_trade|Je veux acheter de la nourriture et des provisions.
dlga_village_elder_trade:village_elder_pretalk|Nous avons de la nourriture et d'autres provisions dans notre boutique. Venez jeter un œil.
dlga_village_elder_trade_talk:village_elder_buy_cattle|Je veux acheter du bétail.
dlga_village_elder_trade_talk:village_elder_pretalk|J'ai changé d'avis. Je n'ai besoin de rien.
dlga_village_elder_talk:village_elder_ask_enemies|Avez-vous vu un ennemi récemment dans les environs ?
dlga_village_elder_ask_enemies:village_elder_pretalk|Je suis désolé {monsieur/madame}. Nous n'avons ni vu ni entendu parler d'un groupe de guerriers dans le coin.
dlga_village_elder_ask_enemies:village_elder_tell_enemies|Hmm... Laissez-moi y réfléchir...
dlga_village_elder_tell_enemies:village_elder_tell_enemies|{s1} {s2}
dlga_village_elder_tell_enemies:village_elder_pretalk|Non {monsieur/madame}. Nous n'avons pas vu de groupes de guerriers depuis quelque temps dans la région.
dlga_village_elder_tell_enemies:village_elder_pretalk.1|Bien, je pense que ce sera tout.
dlga_village_elder_talk:village_elder_ask_set_fire|Il faudrait que vous déclenchiez un immense incendie à la lisière de ce village.
dlga_village_elder_ask_set_fire:close_window|Nous nous sommes déjà accordés sur ce point, {monsieur/madame}. Je ferai de mon mieux. Vous pouvez me faire confiance.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_1|Un incendie, {monsieur/madame} ! Les incendies sont dangereux ! Pourquoi voulez-vous faire une telle chose ?
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5|Je crois que nous avons déjà abordé cette question, {monsieur/madame}.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5.1|Nous en avons déjà parlé, {monsieur/madame} et vos offres précédentes étaient relativement basses compte tenu du risque encouru.
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_2|J'ai mes raisons et vous les vôtres… De l'argent. Alors, vous acceptez ?
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_explain_plan|Compte tenu encouru, vous êtes en droit de connaître mon plan.
dlga_village_elder_ask_set_fire_explain_plan:village_elder_ask_set_fire_2|Je souhaite porter secours à un prisonnier de {s4}. Lorsque vous allumerez l'incendie, les gardes {s4} verront la fumée et certains d'entre eux se précipiteront dehors pour savoir ce qui se passe. 
dlga_village_elder_ask_set_fire_2:close_window|Pardon, {monsieur/madame}. Je vous prie de m'excuser, mais nous n'avons aucune raison de vous faire confiance. C'est trop dangereux.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_3|Comme il vous plaira, {monsieur/madame}. Mais ce faisant, nous prenons un très gros risque. Et que pourrons-nous en retirer ?
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_4|Je peux vous proposer 100 deniers.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6|Je peux vous proposer 200 deniers.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6.1|Je peux vous proposer 300 deniers.
dlga_village_elder_ask_set_fire_3:close_window|Peu importe.
dlga_village_elder_ask_set_fire_4:village_elder_talk|C'est de la folie. Je ne peux pas prendre un tel risque.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_7|Alors, augmentons votre récompense à 200 deniers.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6|Alors, augmentons votre récompense à 300 deniers.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6.1|Alors, augmentons votre récompense à 300 deniers. C'est ma dernière offre.
dlga_village_elder_ask_set_fire_5:close_window|Peu importe.
dlga_village_elder_ask_set_fire_6:village_elder_ask_set_fire_9|Très bien. Vous me demandez de prendre un très gros risque, et j'accepte. Quand souhaitez-vous que nous allumions cet incendie ?
dlga_village_elder_ask_set_fire_7:village_elder_talk|Je ne peux pas faire quelque chose d'aussi dangereux pour 200 deniers.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_10|Continuez de vous préparer. Cet incendie doit être allumé d'ici une heure.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_11|Allumez-le à minuit. J'attendrai exactement une heure.
dlga_village_elder_ask_set_fire_10:close_window|Très bien, {monsieur/madame}. Nous allons nous préparer. Faites-en de même.
dlga_village_elder_ask_set_fire_11:close_window|Comme vous voudrez, {monsieur/madame}. Puissent les cieux vous protéger.
dlga_village_elder_talk:village_elder_recruit_start|Y a-t-il de jeunes hommes dans ce village qui chercheraient à faire fortune à la guerre ?
dlga_village_elder_talk:close_window|[Partir]
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2|Nous avons {reg5} têtes de bétail, chacune d'elles coûtant {reg6} deniers. Combien voulez-vous en acheter ?
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2.1|Je crains qu'il ne reste plus de bétail dans le village {monsieur/madame}.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete|Une.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.1|Deux.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.2|Trois.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.3|Quatre.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.4|Cinq.
dlga_village_elder_buy_cattle_2:village_elder_pretalk|Oubliez cela.
dlga_village_elder_buy_cattle_complete:village_elder_pretalk|Je vais dire aux bergers de rassembler les animaux et de vous les apporter {monsieur/madame}. Je suis sûr que votre achat vous satisfera.
dlga_village_elder_recruit_start:village_elder_talk|Je ne pense pas que quelqu'un serait intéressé {monsieur/madame}. Puis-je faire autre chose pour vous ?
dlga_village_elder_recruit_start:village_elder_recruit_decision|Je pense à {reg5}. Je soupçonne qu'il saisira cette chance. Il le fera si vous pouvez payer 10 deniers {reg7?à chacun d'entre eux pour leur équipement:pour son équipement}. Cela vous convient-il ?
dlga_village_elder_recruit_decision:village_elder_pretalk|Dites-lui de se préparer.
dlga_village_elder_recruit_decision:village_elder_pretalk.1|Non, pas maintenant.
dlga_village_elder_active_mission_1:village_elder_active_mission_2|Oui {monsieur/madame}, votre situation a-t-elle évoluée ?
dlga_village_elder_active_mission_2:village_elder_deliver_grain_thank|En effet. Je vous ai apporté {reg5} sacs de blé.
dlga_village_elder_deliver_grain_thank:village_elder_deliver_grain_thank_2|{Mon bon seigneur/Ma gente dame}. Vous nous avez sauvé de la famine et du désespoir. Nous ne pourrons jamais assez vous remercier mais vous ferez toujours partie de nos prières. Le village {s13} n'oubliera pas ce que vous avez fait pour lui.
dlga_village_elder_deliver_grain_thank_2:village_elder_talk|{Mon bon seigneur/Ma gente dame}, y a-t-il quelque chose d'autre que je puisse faire pour vous ?
dlga_village_elder_active_mission_2:village_elder_active_mission_3|J'y travaille toujours.
dlga_village_elder_active_mission_2:village_elder_mission_failed|Je crains ne pas être en mesure de terminer.
dlga_village_elder_active_mission_3:village_elder_pretalk|Merci {monsieur/madame}. Nous prions tous les jours pour votre réussite.
dlga_village_elder_mission_failed:village_elder_pretalk|Ah, je suis navré d'entendre ça {monsieur/madame}. J'essaierai de penser à autre chose.
dlga_village_elder_request_mission_ask:village_elder_pretalk|Eh bien {monsieur/madame}, vous nous aidez déjà pour une tâche. Nous ne pouvons pas vous en demander plus.
dlga_village_elder_request_mission_ask:village_elder_pretalk.1|Non {monsieur/madame}, nous n'avons pas d'autre tâche à vous confier.
dlga_village_elder_request_mission_ask:village_elder_tell_mission|Une tâche ?
dlga_village_elder_tell_mission:village_elder_tell_deliver_grain_mission|{Mon bon seigneur/Ma brave dame}, notre village a fait face à certaines privations dernièrement. La récolte a été mauvaise et, récemment, quelques bandits impitoyables se sont emparés des graines de semence que nous avions conservées pour la saison des semailles. Si nous ne trouvons pas des graines rapidement, nous ne pourrons pas cultiver nos champs et nous n'aurons donc rien à manger pendant l'année qui suivra. Si vous pouvez nous aider, nous vous serons éternellement redevables.
dlga_village_elder_tell_deliver_grain_mission:village_elder_tell_deliver_grain_mission_2|Hmmm... De combien de graines avez-vous besoin ?
dlga_village_elder_tell_deliver_grain_mission:village_elder_deliver_grain_mission_reject|Je ne peux pas me préoccuper de cela. Demandez de l'aide à quelqu'un d'autre.
dlga_village_elder_tell_deliver_grain_mission_2:village_elder_tell_deliver_grain_mission_3|Je pense que {reg5} sacs de blé nous permettraient de commencer à planter. Avec un peu de chance, nous pourrons trouver des gens charitables pour nous aider pour le reste.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_accept|Alors je vais y aller et vous trouver le blé dont vous avez besoin.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_reject|J'ai bien peur de ne pas avoir le temps pour ça. Vous allez devoir trouver de l'aide ailleurs.
dlga_village_elder_deliver_grain_mission_accept:close_window|Merci {monsieur/madame}. Nous prierons pour vous jour et nuit.
dlga_village_elder_deliver_grain_mission_reject:close_window|Oui {monsieur/madame}, bien sûr. Toutes mes excuses si je vous ai dérangé avec nos problèmes.
dlga_village_elder_tell_mission:village_elder_tell_train_peasants_against_bandits_mission|Nous souffrons terriblement entre les mains d'un groupe de bandits. Ils prennent notre nourriture et nos bestiaux et tuent sur place quiconque leur désobéissant. Nos hommes sont furieux car nous ne pouvons pas nous défendre nous-mêmes mais nous ne sommes que de simples fermiers... Cependant, avec un peu d'aide, je pense que certains habitants pourraient être bien plus que ça. Nous avons seulement besoin d'un guerrier expérimenté pour nous apprendre à nous battre.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_accept|Je peux vous apprendre à vous défendre.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_reject|Vous, les paysans, vous n'avez aucun intérêt à prendre les armes. Contentez-vous de payer les bandits et de rester en dehors de ça.
dlga_village_elder_train_peasants_against_bandits_mission_accept:close_window|Vous allez le faire ? Oh, formidable ! Nous vous serions extrêmement redevables {monsieur/madame}. Je vais enjoindre les gens du village à se rassembler ici et à suivre votre entraînement. Si vous pouvez nous apprendre à nous défendre, je vous promets que vous recevrez tout ce que nous pouvons vous offrir en remerciement pour vos efforts.
dlga_village_elder_train_peasants_against_bandits_mission_reject:close_window|Oui, bien sûr {monsieur/madame}. Merci pour votre conseil.
dlga_village_elder_tell_mission:village_elder_tell_deliver_cattle_mission|Des bandits ont fait fuir notre bétail. Nos pâtures sont vides. Si seulement nous avions quelques têtes de bétail, nous pourrions recommencer à élever un troupeau.
dlga_village_elder_tell_deliver_cattle_mission:village_elder_tell_deliver_cattle_mission_2|De combien d'animaux avez-vous besoin ?
dlga_village_elder_tell_deliver_cattle_mission:village_elder_deliver_cattle_mission_reject|Je n'ai pas le temps pour ça. Demandez de l'aide à quelqu'un d'autre.
dlga_village_elder_tell_deliver_cattle_mission_2:village_elder_tell_deliver_cattle_mission_3|Je pense que {reg5} têtes suffiront pour un petit troupeau.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_accept|Alors je vous amènerai le bétail dont vous avez besoin.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_reject|J'ai bien peur de ne pas avoir le temps pour ça. Il vous faudra trouver de l'aide ailleurs.
dlga_village_elder_deliver_cattle_mission_accept:close_window|Merci {monsieur/madame}. Nous prierons pour vous jour et nuit.
dlga_village_elder_deliver_cattle_mission_reject:close_window|Oui {monsieur/madame}, bien sûr. Toutes mes excuses de vous importuner avec nos problèmes.
dlga_village_elder_tell_mission:village_elder_pretalk|Merci {monsieur/madame}, mais nous n'avons pas vraiment besoin de quelque chose pour l'instant.
dlga_start:goods_merchant_talk|{Messire/Madame}, votre présence honore mon humble boutique.
dlga_start:goods_merchant_talk.1|Bienvenue {monsieur/madame}. Que puis-je faire pour vous ?
dlga_goods_merchant_pretalk:goods_merchant_talk|Autre chose ?
dlga_goods_merchant_talk:goods_trade_requested|Je veux acheter quelques articles... et peut-être en vendre.
dlga_goods_trade_requested:goods_trade_completed|Bien sûr, bien sûr... Tenez, regardez ce que j'ai en stock...
dlga_goods_trade_completed:goods_merchant_talk|Autre chose ?
dlga_goods_merchant_talk:trade_info_request|Quelles marchandises puis-je acheter ici pour les échanger dans les autres bourgs ?
dlga_goods_merchant_talk:close_window|Rien. Merci.
dlga_trade_info_request:trade_info_request_2|Les maîtres de caravane et les marchands ambulants pourront mieux vous renseigner à ce sujet. Si vous voulez, je peux vous indiquer le quartier où les marchands étrangers séjournent lorsqu'ils viennent dans le bourg. Si vous passez un peu de temps là-bas et si vous écoutez les conversations, vous pourrez en apprendre beaucoup sur quoi acheter et où le vendre.
dlga_trade_info_request_2:close_window|Alors j'irai et je passerai un peu de temps avec ces marchands.
dlga_trade_info_request_2:goods_merchant_pretalk|Je n'ai pas de temps pour ça pour le moment.
dlga_start:arena_intro_1|.
dlga_start:arena_intro_1.1|Bien le bonjour l'ami. Si vous êtes ici pour regarder les tournois, vous perdez votre temps. Aucun tournoi n'est prévu ici dans l'immédiat.
dlga_arena_intro_1:arena_intro_2|Des tournois ? Alors comme ça des tournois ont lieu ici...
dlga_arena_intro_2:arena_intro_3|Oui. Vous devriez venir ici lorsque l'un des tournois bat son plein. Tous les habitants du bourg et des villages avoisinants se rendent ici. La foule en délire est passionnée par ces tournois. De toute façon, comme je l'ai dit, il n'y aura aucun événement ici avant un moment, donc il n'y a pas grand chose à voir. Néanmoins, il y a des duels officiels de temps à autre et bien sûr des combats au corps à corps presque tous les jours.
dlga_arena_intro_3:arena_training_melee_intro|Dites m'en plus sur les combats au corps à corps.
dlga_arena_training_melee_intro:arena_training_melee_intro_2|Les combattants et chevaliers s'ennuyaient tellement en attendant le tournoi suivant qu'ils ont donc inventé cette épreuve au corps à corps. C'est un concept vraiment simple. Les combattants sont lâchés dans l'arène avec une arme. Il n'y a ni règle ni d'équipe. Tout le monde se bat jusqu'à ce qu'il n'en reste plus qu'un debout. Ça a l'air amusant hein ?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_reward|Y a-t-il une récompense ?
dlga_arena_training_melee_intro_reward:arena_training_melee_intro_2|En effet, il y en a une. Certains des riches hommes du bourg offrent des récompenses aux combattants faisant preuve d'une grande habileté au combat. Si vous pouvez battre {reg1} adversaires avant de vous effondrer, vous gagnerez {reg11} deniers. Vous obtiendrez {reg12} deniers si vous terrassez au moins {reg2} adversaires, {reg13} deniers si vous pouvez vaincre {reg3} adversaires et {reg14} deniers si vous pouvez survivre suffisamment longtemps pour triompher de {reg4} adversaires. Si vous réussissez à être {le dernier homme/le dernier combattant} debout, vous gagnerez la plus haute récompense, {reg15} deniers. C'est alléchant, n'est-ce pas ?
