str_no_string|NO STRING! 
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again|無 論 怎 樣， 我 不 願 聽 從 你 的 慫 恿 而 去 叛 國。 別 再 跟 我 說 這 個 事 了。 
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter|一 個 背 叛 自 己 君 主 的 人， 很 難 有 個 好 名 聲。 這 就 是 我 最 後 的 決 定。 我 們 別 再 談 論 這 個 了。 
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more|我 已 經 決 定 繼 續 跟 隨 {s14}了。 我 不 想 再 討 論 這 種 事 情 了。 
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in|你 准 備 向 我 發 起 決 鬥？ 開 什 麼 玩 笑！ 如 你 所 願， {playername}， 打 爆 你 的 頭 將 會 是 非 常 有 意 思 的 事 情。 
str_call_me_coward_very_well_you_leave_me_no_choice|說 我 是 懦 夫？ 很 好， 你 讓 我 別 無 選 擇。 
str_reg3_hours|{reg3}小 時。 
str_hour|小 時。 
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16|然 而， 此 一 時， 彼 一 時， 我 也 許 會 重 新 考 慮 一 下。 {s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing|我 希 望 能 與 你 的 {s11}成 婚， {s10}。 我 期 盼 你 的 祝 福。 
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help|我 希 望 能 與 你 的 {s11}成 婚， {s10}。 我 希 望 得 到 你 的 幫 助。 
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held|你 計 劃 在 {s5}由 {s4}主 辦 的 宴 會 上 與 {s3}結 婚。 宴 會 舉 辦 前 會 通 知 你。 
str_your_s11_|你 的 {s11}， 
str_i_ask_again_may|我 再 說 一 遍： 也 許 
str_may|也 許 
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course|很 好。 依 我 看， 她 可 以 見 任 何 她 想 見 的 人， 不 過 當 然 了， 那 必 須 是 合 乎 禮 數 的。 
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason|很 好。 跟 你 聯 姻 很 有 價 值。 去 跟 她 聊 聊 吧， 看 看 你 能 不 能 打 動 她 的 芳 心。 如 果 你 沒 能 成 功， 而 我 們 仍 想 跟 你 達 成 合 作 的 話， 我 會 去 跟 她 講 道 理 的。 
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date|你 對 她 的 求 婚 將 得 到 我 的 祝 福—— 只 要 你 的 出 發 點 是 好 的， 等 你 們 兩 人 的 關 系 有 了 進 一 步 的 發 展， 我 們 再 來 談 其 他 更 多 的 事 情 吧。 
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing|戰 爭 幾 乎 才 剛 開 始， 因 此 現 在 說 誰 輸 誰 贏， 還 都 為 時 過 早。 
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover|我 們 給 予 了 他 們 沉 重 的 打 擊， 他 們 很 難 有 機 會 東 山 再 起 了。 
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them|戰 斗 打 得 很 艱 難， 不 過 相 比 於 敵 人， 我 們 明 顯 占 了 上 風。 
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering|他 們 給 了 我 們 沉 重 的 打 擊， 給 我 們 造 成 了 重 大 的 損 失。 
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it|戰 斗 打 得 很 艱 難， 恐 怕 我 們 正 處 於 劣 勢。 
str_both_sides_have_suffered_in_the_fighting|雙 方 在 戰 斗 中 互 有 勝 負。 
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them|戰 場 的 局 勢 目 前 仍 不 明 朗。 不 過 我 認 為 優 勢 在 我 們 這 裡。 
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us|戰 場 的 局 勢 目 前 仍 不 明 朗。 不 過 我 恐 怕 優 勢 在 他 們 那 裡。 
str_no_clear_winner_has_yet_emerged_in_the_fighting|戰 場 的 局 勢 目 前 仍 不 明 朗。 
str_there_is_no_campaign_currently_in_progress|目 前 沒 有 正 在 進 行 中 的 戰 役。 
str_we_are_assembling_the_army|我 們 正 在 召 集 軍 隊。 
str_we_aim_to_take_the_fortress_of_s8|我 們 的 目 標 是 攻 取 {s8}。 
str_we_are_on_a_raid_and_are_now_targeting_s8|我 們 正 在 四 處 劫 掠， 現 在 的 目 標 是 {s8}。 
str_we_are_trying_to_seek_out_and_defeat_s8|我 們 正 試 著 找 到 並 擊 敗 {s8}。 
str_we_are_riding_to_the_defense_of_s8|我 們 正 趕 去 守 衛 {s8}。 
str_we_are_gathering_for_a_feast_at_s8|我 們 正 前 往 參 加 在 {s8}舉 行 的 宴 會。 
str__however_that_may_change_shortly_s14|不 過， 那 可 能 很 快 就 會 改 變， {s14}。 
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14|用 聯 姻 的 方 式 來 鞏 固 同 盟， 是 我 們 的 傳 統。 實 際 上， 我 們 正 在 為 我 的 {s11}， {s14}， 尋 找 一 位 如 意 郎 君。 
str_once_again_|再 一 次 
str_cheat__marriage_proposal|作 弊—— 求 婚 
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast|你 打 算 嫁 給 {s4}。 鑒 於 你 在 卡 拉 迪 亞 並 沒 有 家 人， 所 以 婚 宴 由 他 來 張 羅。 
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34|{s43}， 你 要 知 道， 如 果 你 攻 擊 我， 這 將 會 破 壞 你 與 {s34}簽 訂 的 和 約。 
str_very_well__you_are_now_my_liege_as_well_as_my_husband|我 們 可 以 暫 時 保 持 這 樣： 現 在 你 是 我 的 君 主， 也 是 我 的 丈 夫， 我 們 共 同 承 擔 所 有 的 職 責。 
str_i_thank_you_reg39my_ladylord|謝 謝 你， {reg39?尊 敬 的 女 士:大 人}。 
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say|現 在， 也 許 有 人 會 說， 女 人 跟 領 導 傭 兵 團 這 類 事 情 沒 有 任 何 關 系， 不 過 我 認 為， 你 能 證 明 他 們 的 觀 點 是 錯 的。 你 覺 得 呢？ 
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task|你 覺 得 加 入 到 {s9}的 麾 下 當 一 個 傭 兵 隊 長 如 何？ 我 堅 信 你 能 勝 任 這 個 職 務。 
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24|{s9}要 你 去 營 救 被 關 押 在 {s24}的 {s13}。 
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13|{s9}要 你 去 襲 擊 村 莊 或 者 商 隊， 以 挑 起 與 {s13}的 戰 爭。 
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3|{s9}要 你 抓 捕 三 群 逃 跑 的 農 奴 到 {s4}。 他 說 那 三 群 農 奴 一 定 是 朝 著 {s3}的 方 向 逃 跑 的。 
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit|你 打 算 把 貨 物 帶 去 {s9}， 用 以 准 備 宴 會。 一 旦 條 件 允 許， 宴 會 就 會 馬 上 舉 行。 
str_hello_playername|你 好， {playername} 
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again|能 再 見 到 你， 我 的 心 裡 是 多 麼 的 高 興 啊！ 有 時 候， 我 都 覺 得 冥 冥 中 有 無 形 的 羈 絆 把 我 們 相 連。
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world|不 得 不 說， 我 真 羨 慕 你 能 在 外 面 自 由 馳 騁， 盡 情 體 驗 這 個 世 界。 
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met|我 相 信 自 從 我 們 上 一 次 見 面 之 後， 你 的 舉 止 已 經 非 常 令 人 尊 敬 了。 
str_playername__i_am_so_glad_that_you_were_able_to_come|真 高 興 你 能 來。 
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_|我 真 的 很 享 受 與 你 的 交 談。 不 過， 我 覺 得 你 應 該 明 白， 如 果 一 個 女 人 花 了 過 多 的 時 間 跟 一 個 本 家 族 以 外 的 男 性 交 談， 人 們 便 會 對 她 議 論 紛 紛， 而 上 天 知 道， 男 人 是 從 來 不 會 被 責 備 的。 
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_|就 像 我 很 享 受 與 你 交 談 一 樣， 我 並 不 介 意 被 那 些 缺 乏 如 我 這 般 優 雅 與 美 麗 的 人 議 論。 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_|我 很 享 受 與 你 的 交 談。 但 是 作 為 這 個 大 陸 上 最 偉 大 的 家 族 之 一 的 女 兒， 我 必 須 在 禮 儀 上 樹 立 榜 樣。 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_|我 很 享 受 與 你 的 交 談。 不 過 作 為 一 個 名 門 世 家 的 女 兒， 我 必 須 維 護 我 的 聲 譽。 
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection|感 謝 你 如 此 青 睞 於 我， 不 過 我 覺 得， 你 也 許 能 找 到 會 更 熱 切 地 回 應 你 愛 意 的 女 士。 
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes|受 到 你 如 此 的 青 睞 是 我 的 榮 幸， 不 過 你 可 能 得 去 尋 找 另 外 一 位… 這 麼 說 吧… 一 位 有 不 同 品 味 的 女 士。 
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me|受 到 你 的 青 睞 很 是 榮 幸， 不 過 我 出 身 名 門， 所 以 必 須 注 意 自 己 的 聲 譽。 跟 一 個 男 人 交 談 太 久 是 不 合 禮 數 的。 我 知 道 你 能 理 解 的。 現 在 我 只 能 說， 很 抱 歉… 
str_very_well__i_will_let_you_choose_the_time|很 好， 時 間 由 你 來 定。 
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready|好！ 我 很 高 興， 你 放 棄 了 那 個 在 我 准 備 好 之 前 就 把 我 推 向 婚 姻 的 念 頭。 
str_i_am|我 是 
str_s12_s11_to_s14|{s12}{s14}的 {s11}
str_s12_i_am_here_for_the_feast|{s12}。 我 在 這 裡 參 加 宴 會。 
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering|另 一 段 競 技 比 賽 獻 詞？ 哦， 我 想 淨 是 些 吹 捧 的 話…… 
str_do_you_why_what_a_most_gallant_thing_to_say|你 這 樣 做 了？ 嗨， 說 這 樣 的 話 還 真 是 討 女 孩 子 喜 歡 呢。 
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered|嗯 .. 雖 說 不 能 完 全 贊 同 這 種 輕 浮 的 言 行， 不 過 必 須 承 認 我 還 蠻 受 用 的。 
str_why_thank_you_you_are_most_kind_to_do_so|是 嗎， 謝 謝 你。 你 能 這 樣 做 真 是 太 好 了。 
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_|你 太 客 氣 了， 謙 恭 有 禮 真 是 一 種 美 德。 
str_hmm_youre_a_bold_one_but_i_like_that_|嗯， 你 是 個 魯 莽 大 膽 的 家 伙， 不 過 我 喜 歡。 
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_|呃， 好 吧， 他 們 都 這 麼 說。 不 過 沒 關 系。 明 確 的 恭 維 最 起 碼 是 個 好 的 開 始。 
str_oh_do_you_mean_that_such_a_kind_thing_to_say|噢！ 你 真 是 那 個 意 思？ 你 能 這 麼 說 真 是 太 好 了。 
str_you_are_a_most_gallant_young_man_|你 是 最 會 獻 殷 勤 的 一 個。 
str__do_come_and_see_me_again_soon|請 一 定 盡 快 來 看 我。 
str_you_intend_to_ask_s12_for_permission_to_marry_s15|你 打 算 就 與 {s15}成 婚 一 事， 征 求 {s12}的 同 意。 
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you|你 打 算 請 求 {s12}幫 忙 勸 說 {s10}與 你 成 婚。 
str_do_be_careful_i_am_so_much_endebted_to_you_for_this|請 務 必 小 心！ 在 這 件 事 情 上， 我 真 的 非 常 感 激 你… 
str_go_then__we_shall_see_which_of_you_triumphs|去 吧， 那 麼， 讓 我 們 看 看 你 們 當 中 誰 會 成 功… 
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions|唉… 我 永 遠 不 能 真 正 理 解 男 人， 以 及 他 們 魯 莽 的 行 為… 
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11|你 打 算 挑 戰 {s13}， 強 迫 他 放 棄 對 {s11}的 求 婚。 
str_farewell|再 會。 
str_farewell_playername|再 見， {playername}。 
str___we_believe_that_there_is_money_to_be_made_selling_|我 們 認 為， 錢 能 生 錢。 
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole|我 們 有 選 擇 性 地 運 送 貨 物。 盡 管 單 件 貨 物 的 差 價 並 不 是 很 大， 但 我 們 期 望 從 全 部 貨 物 裡 謀 取 利 潤。 
str_s14and_other_goods|{s14}和 其 它 商 品。 
str__have_you_not_signed_a_truce_with_our_lord|你 是 不 是 沒 有 跟 我 們 的 領 主 簽 訂 協 議？ 
str_parole|釋 放 
str_normal|普 通 
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters|與 此 同 時， {s51}被 關 在 城 堡 裡， 但 因 為 已 經 承 諾 了 不 會 逃 跑， 所 以 被 安 置 到 了 更 舒 服 的 住 處。 
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|你 可 能 已 經 留 意 到 了， {陛 下/尊 敬 的 女 士}， 發 生 在 {s4}與 {s5}之 間 的， 正 在 破 壞 王 國 團 結 和 削 弱 你 權 威 的 爭 執。 如 果 你 能 勸 他 們 重 歸 於 好， 那 一 定 會 提 高 你 的 威 望。 不 過， 你 必 須 冒 著 被 他 們 認 為 失 之 偏 頗 的 風 險。
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|你 可 能 已 經 留 意 到 了， {我 的 大 人/尊 敬 的 女 士}， 發 生 在 {s4}與 {s5}之 間 的， 正 在 破 壞 王 國 團 結 的 爭 執。 如 果 你 能 勸 他 們 重 歸 於 好， 那 一 定 會 大 大 的 取 悅 {s7}。 不 過， 你 必 須 冒 著 被 他 們 認 為 你 失 之 偏 頗 的 風 險。
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms|當 然， 這 個 地 方 目 前 處 於 和 平 之 中， 所 以 你 也 許 該 去 其 他 王 國 碰 碰 運 氣。 
str_here|這 兒 
str_over|那 裡 
str_s8_in_s12|{s8}在 {s12}裡
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area|已 經 湊 齊 了 一 筆 賞 金， 用 來 獎 勵 那 些 干 掉 了 附 近 的 攔 路 強 盜 的 人。 
str__is_looking_for_a_way_to_avoid_an_impending_war|正 在 尋 求 辦 法， 阻 止 即 將 發 生 的 戰 爭。 
str__may_need_help_rescuing_an_imprisoned_family_member|也 許 需 要 人 幫 忙 營 救 被 囚 禁 的 家 族 成 員。 
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though|正 在 找 需 要 工 作 的 人。 不 過 跟 他 做 事 你 得 當 心。 
str_town|城 鎮 
str_castle|城 堡 
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13|但 是 {reg4?她 :他 }現 在 正 作 為 囚 犯 被 扣 押 在 {s13}的 地 牢 裡。 
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|據 說 {s9}是 一 個 相 當 保 守 而 傳 統 的 未 婚 女 子， 忠 實 地 為 家 族 奉 獻， 性 格 友 善， 氣 質 溫 柔， 始 終 如 一。 
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|據 說 {s9}是 個 有 點 感 性 而 喜 歡 幻 想 的 人， 氣 質 溫 柔， 然 而 又 讓 人 捉 摸 不 定。 她 很 容 易 受 到 自 己 熱 情 的 驅 使， 我 敢 打 賭， 這 會 給 她 的 家 族 帶 來 麻 煩。 
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|據 說 {s9}下 決 心 一 定 要 嫁 得 很 好， 並 且 讓 自 己 名 滿 天 下。 她 也 許 會 是 她 丈 夫 的 一 筆 巨 大 財 富， 不 過 前 提 是 丈 夫 要 能 滿 足 她 的 野 心！ 
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|據 說 {s9}喜 歡 騎 馬 打 獵。 也 許 她 希 望 自 己 是 個 男 人 吧！ 誰 要 是 娶 了 她， 就 得 花 大 力 氣 管 住 她， 反 正 我 是 這 麼 認 為 的。 
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|據 說 {s9}是 一 個 有 著 很 高 的 道 德 標 准 的 女 士。 令 人 欽 佩， 非 常 令 人 欽 佩， 同 時 也 非 常 難 以 取 悅， 我 保 證。 
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9}如 今 和 {s11}訂 婚 了。 我 們 相 信 不 久 這 裡 將 會 有 一 場 婚 禮！ 
str_i_have_not_heard_any_news_about_her|我 還 沒 聽 到 關 於 她 的 任 何 消 息。 
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|據 說 {s9}已 經 對 {s11}表 示 過 好 感。 也 許 不 久 之 後 他 們 就 會 訂 婚， 如 果 她 的 家 族 允 許 的 話。 
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|據 說 {s9}的 家 族 已 經 強 迫 她 與 {s11}訂 婚 了。 
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|據 說 {s9}已 經 答 應 了 {s11}的 求 婚， 而 且 現 在 他 們 已 經 訂 婚 了。 
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|據 說 {s9}迫 於 家 族 的 壓 力， 答 應 與 {s11}訂 婚。 
str_they_say_that_s9_has_refused_s11s_suit|據 說 {s9}拒 絕 了 {s11}的 求 婚。 
str_they_say_that_s11_has_tired_of_pursuing_s9|據 說 {s11}已 經 對 追 求 {s9}感 到 厭 倦 了。 
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|據 說 {s9}受 家 族 所 迫， 與 深 愛 的 {s11}分 手 了。 
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|據 說 {s9}跟 {s11}私 奔 了， 這 讓 她 的 家 族 非 常 不 滿。 
str_they_say_that_s9_and_s11_have_wed|據 說 {s9}和 {s11}已 經 結 婚 了。 
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|據 說 {s11}最 近 拜 訪 了 {s9}。 誰 知 道 接 下 來 會 怎 樣！ 
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|沒 什 麼 可 說 的， 不 過 現 在 離 本 季 結 束 還 早。 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12}有 一 場 {s3}舉 辦 的 宴 會 正 在 {s4}進 行， 不 過 已 經 持 續 了 好 幾 天， 現 在 快 要 結 束 了。 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12}有 一 場 {s3}舉 辦 的 宴 會 正 在 {s4}進 行， 而 且 至 少 將 持 續 到 明 天。 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12}有 一 場 {s3}舉 辦 的 宴 會 正 在 {s4}進 行， 而 且 剛 開 始 不 久。 
str_not_at_this_time_no|現 在 不 行， 不 可 以。 
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12}大 貴 族 們 帶 著 他 們 的 姐 妹 和 女 兒， 出 席 各 種 場 合， 拋 頭 露 面， 因 此 有 極 好 的 機 會 結 識 某 位 小 姐。 
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|你 不 會 失 望 的， {先 生/夫 人}。 在 整 個 卡 拉 迪 亞 找 不 出 比 他 們 更 好 的 戰 士 了。 
str_your_excellency|閣 下 
str_s10_and_s11|{s10}和 {s11}
str_your_loyal_subjects|你 忠 實 的 臣 民 
str_loyal_subjects_of_s10|{s10}的 忠 實 臣 民 
str_the|那 個 
str_we|我 們 
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|找 到 {s7}並 擊 敗 他， 以 解 除 {s11}的 戰 事。 
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|追 蹤 襲 擊 {s8}附 近 過 往 行 人 的 {s9}， 然 後 返 回 城 鎮 報 告。 
str_do_you_wish_to_award_it_to_one_of_your_vassals|你 打 算 把 它 授 予 你 的 某 個 封 臣 嗎？ 
str_who_do_you_wish_to_give_it_to|你 打 算 把 它 授 予 誰？ 
str_sire_my_lady_we_have_taken_s1_s2|{陛 下/尊 敬 的 女 士}， 我 們 取 下 了 {s1}。 {s2}
str_s12i_want_to_have_s1_for_myself|{s12}我 打 算 保 留 {s1}給 我 自 己。 {s2}
str_fiefs_s0|（ 封 地： {s0}） 
str_production_setting_buy_from_market|我 們 正 在 從 集 市 上 購 買 原 材 料。 
str_production_setting_buy_from_inventory|我 們 只 使 用 我 們 倉 庫 裡 的 原 料。 
str_production_setting_produce_to_inventory|我 們 把 我 們 的 產 品 搬 到 倉 庫 去。 
str_production_setting_produce_to_market|我 們 把 我 們 的 產 品 直 接 賣 給 倉 庫。 
str_feast_quest_expired|你 沒 能 按 照 計 劃 舉 辦 宴 會。 很 可 能 是 被 大 的 戰 役 或 者 其 他 事 件 所 干 擾。 只 要 你 願 意， 你 可 以 試 著 再 次 舉 辦 宴 會。 
str_whereabouts_unknown|下 落 不 明。 
str_mulberry_groves|數 英 畝 的 桑 樹 林 
str_olive_groves|數 英 畝 的 橄 欖 樹 林 
str_acres_flax|數 英 畝 的 亞 麻 田 
str_enterprise_enemy_realm|{先 生/夫 人}， 你 是 這 個 國 家 的 敵 人。 我 們 不 能 讓 你 在 這 裡 買 地。 
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|你 打 算 代 表 {s12}向 {s13}偷 偷 揭 發 {s14}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|你 打 算 代 表 {s12}公 開 揭 發 {s14}。 
str_you_intend_to_bring_gift_for_s14|你 打 算 帶 著 天 鵝 絨 和 毛 皮 到 {s12}那 裡 去。 然 後， 和 {s14}談 一 談,  看 看  {s12}能 否 安 排 一 次 和 解。
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|我 們 將 集 合 軍 隊， 但 是 在 確 定 目 標 之 前 不 要 貿 然 行 動。 
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|我 們 正 在 向 他 們 防 守 最 薄 弱 的 堡 壘 集 結 部 隊。 
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|我 們 打 算 對 他 們 進 行 致 命 的 猛 烈 攻 擊。 
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|我 們 打 算 攻 占 一 座 對 我 們 來 說 易 於 防 守 的 堡 壘。 
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|我 們 將 他 們 最 富 庶 的 地 區 化 為 焦 土， 迫 使 他 們 前 來 應 戰。 
str_strategy_criticism_rash|我 認 為 這 個 策 略 太 草 率， 沒 必 要 讓 我 們 的 軍 隊 暴 露 在 危 險 之 下。 
str_strategy_criticism_cautious|我 認 為 這 個 策 略 過 於 謹 慎 了， 會 讓 我 們 因 為 沒 有 任 何 勝 績 而 導 致 軍 心 渙 散。 
str_tavernkeeper_invalid_quest|有 些 事 情 在 做， 但 是 我 想 不 起 來 詳 細 的 內 容 了。 
str_faction_title_male_player|領 主 {s0}
str_faction_title_male_1|{s0}伯 爵 
str_faction_title_male_2|{s0}波 耶 
str_faction_title_male_3|那 顏 {s0}
str_faction_title_male_4|{s0}雅 爾 
str_faction_title_male_5|{s0}伯 爵 
str_faction_title_male_6|{s0}酋 長 
str_faction_title_female_player|{s0}夫 人 
str_faction_title_female_1|{s0}伯 爵 夫 人 
str_faction_title_female_2|{s0}波 耶 夫 人 
str_faction_title_female_3|{s0}哈 敦 
str_faction_title_female_4|喬 安 妮 {s0}
str_faction_title_female_5|{s0}伯 爵 夫 人 
str_faction_title_female_6|莎 耶 達 {s0}
str_name_kingdom_text|你 的 王 國 的 名 字？ 
str_default_kingdom_name|{s0}王 國 
str_lord_defects_ordinary|領 主 背 叛 ^^{s1}已 經 放 棄 了 {reg4?她 :他 }對 {s3}的 效 忠， 加 入 了 {s2}
